-11.887,100,2.2765
14.074,4,6.7407
6.3114,9,0.54615
-13.583,16,-4.3961
-5.4045,100,0.48314
2.2739,16,3.1705
9.4594,81,-0.35112
16.943,9,9.3064
-0.15762,9,-1.2058
-18.698,100,-1.1254
0.071135,100,9.1483
11.968,49,2.4932
10.913,36,3.6765
16.457,16,7.6682
3.1847,64,-2.2759
0.68372,64,0.071497
10.835,1,5.3475
-6.8415,1,-2.9833
4.4266,16,2.1943
-18.437,64,-4.8171
0.85827,49,3.5466
19.584,100,12.178
0.65209,4,0.18731
9.1972,49,-1.0113
20.121,16,9.3054
-6.9739,1,-3.69
3.1236,81,-0.88296
8.8941,36,0.83605
10.392,16,4.035
-8.7631,4,-4.4452
-9.4099,16,-3.8389
5.6416,1,2.5222
-11.676,49,0.054293
-14.635,9,-7.38
-7.69,64,-7.618
-16.005,9,-7.6606
5.0822,25,1.099
6.7038,1,3.2657
9.2557,1,4.3353
-9.6068,4,-4.3099
-13.095,9,-9.0542
8.3189,1,3.9612
1.722,16,0.57897
0.63193,1,0.91127
-2.4472,4,-1.0305
-2.5612,1,-0.55782
18.132,100,10.509
-4.4551,16,0.23075
6.7241,36,3.5539
-19.104,16,-9.8565
-17.719,100,-6.4367
7.2461,64,-2.9085
15.788,81,1.734
14.1,36,2.8083
31.233,49,13.549
-12.453,16,-7.7867
-17.253,9,-7.6407
-0.54818,4,-0.40591
-8.9391,4,-3.3471
-5.9874,100,-4.1929
12.671,1,5.7645
-12.175,81,-1.1334
5.4319,36,3.3426
-9.1603,81,2.0172
-10.975,25,-7.0033
14.582,16,4.8293
8.5846,64,-0.28153
-8.7242,16,-2.3108
-3.7861,36,0.23407
5.014,81,2.9667
9.4935,81,6.5248
1.4382,9,1.5104
-27.869,25,-7.6234
16.073,81,5.1716
-3.9336,4,-1.7324
25.999,64,10.226
10.481,81,4.0502
-9.3298,36,4.2707
-3.2181,36,-0.70513
0.64226,81,-3.2163
5.1527,100,-2.6495
-13.504,64,-5.4831
-4.1547,16,-3.1184
15.247,36,6.9096
-1.217,9,-1.9913
13.186,36,0.70214
16.662,1,8.7869
-0.88716,1,-1.4935
1.4868,49,-0.0072363
3.3201,49,4.4567
3.1838,1,1.9971
7.4504,49,3.313
-0.95545,36,-0.8918
3.9293,81,0.11553
23.988,49,9.0995
23.3,9,11.107
-0.39261,4,0.8282
-6.4308,1,-2.8703
-4.2205,49,0.54586
-7.9074,49,-1.8871
-4.1201,9,-2.5928
-16.04,25,-8.8719
-14.411,16,-6.7505
0.70741,1,0.85312
-4.7968,1,-2.2355
16.417,4,7.6114
-17.419,49,-8.256
-2.9659,9,-3.6435
4.5724,9,3.5138
6.9842,1,3.345
6.8089,64,-1.2011
-13.196,36,-4.0172
-22.049,36,-10.856
-12.476,64,-1.3791
-1.6845,81,3.3477
-4.9988,16,0.39517
-13.561,4,-5.846
12.293,4,5.7788
7.4484,64,4.6848
4.1776,49,0.048171
3.8498,1,1.411
4.1867,16,1.3682
7.6612,25,1.8919
15.758,64,4.8592
3.1114,4,-0.80161
21.676,25,8.945
-10.939,1,-4.7237
1.1466,64,-0.60976
-3.3391,16,-3.0044
-1.8295,9,-2.3287
-13.702,1,-7.2597
13.165,1,6.8287
3.0397,100,1.3814
1.7664,9,0.36541
5.1195,100,1.4811
3.0084,16,-2.5538
-17.745,100,-0.84977
14.396,16,5.4869
2.5207,1,0.66716
2.976,49,3.5551
11.528,36,4.2768
11.392,100,6.1408
-6.45,9,-1.6749
-4.6472,64,-2.7263
12.467,16,2.8972
-11.42,100,-3.7142
19.404,81,6.878
-17.704,64,-4.3667
10.151,9,6.4581
17.025,1,9.1322
-15.189,9,-5.4425
8.166,36,6.9106
5.3906,4,3.5949
-0.822,81,1.5783
-16.815,100,-0.18983
-1.8844,16,0.071492
6.9546,25,5.4146
-5.2607,1,-2.2335
-5.3653,16,-2.049
38.762,25,16.452
17.901,9,8.9575
15.82,49,6.4363
27.435,100,5.79
5.8539,36,0.87313
-15.007,9,-7.6978
10.95,100,0.04486
11.844,1,4.8072
5.0968,49,4.3578
26.528,100,9.0222
9.3377,36,7.1108
-5.9464,100,3.2691
-5.5495,9,-1.7586
-1.2691,36,-0.41336
-12.511,100,3.5531
-7.5059,9,-1.355
-2.9612,81,-1.2238
17.745,4,8.2719
4.5895,25,0.3311
-9.8763,81,-6.9062
-21.366,64,-9.9638
7.102,25,2.226
14.659,49,-1.3953
0.0026119,1,-0.9871
0.42566,9,0.3019
3.7868,1,1.1862
-13.776,81,-4.0955
2.0973,1,0.87327
-19.09,36,-9.9783
-5.8121,4,-3.6694
-9.2313,36,-0.97082
9.1437,49,2.3869
6.1271,64,2.3891
15.983,16,7.3338
8.5371,100,9.4116
3.301,64,3.2248
-9.354,4,-3.1329
5.131,9,3.6663
4.8279,100,7.2635
12.583,4,6.6413
4.3787,64,1.5124
-10.86,4,-6.278
-19.44,64,-5.4436
0.39431,49,-0.83052
15.898,64,3.6031
5.7191,100,-1.947
-16.877,4,-6.8441
15.942,1,7.6049
-4.0445,81,-1.2628
18.911,25,6.0019
8.2296,4,3.1855
-11.401,1,-5.5263
3.0903,4,1.2757
9.7604,4,4.3693
-29.469,100,-2.4287
-6.7851,9,-2.4716
2.8306,36,2.6016
-18.681,81,-4.1892
-11.514,9,-2.4085
21.978,64,7.629
-4.5072,25,-0.71915
11.235,16,3.2733
-9.5958,49,-1.4441
-9.6241,16,-6.7183
-1.3775,4,-1.3922
1.9836,100,-1.8077
-2.2172,36,2.0054
-4.1004,36,-1.5152
10.224,16,6.052
-20.478,4,-9.279
1.8847,81,2.945
-8.1857,9,-1.6611
10.702,36,5.823
1.4977,36,1.3412
10.005,100,9.1593
-0.17316,9,-1.0426
-4.3209,9,-0.58756
5.7598,16,3.3763
15.684,36,6.2674
-9.2265,16,-5.0397
-31.693,9,-12.25
-5.3111,49,0.047931
3.2708,9,2.2445
11.699,100,8.6159
-7.3718,25,-0.30349
2.7026,25,1.4591
7.6989,36,4.3524
4.7724,49,-2.0924
-7.13,81,-4.07
6.0501,81,-0.1496
-16.027,4,-7.8832
5.23,1,3.5277
-14.257,16,-4.1818
-18.816,49,-6.778
0.85048,16,1.2927
12.547,100,3.392
-1.1798,1,-0.17266
1.0211,100,3.6545
11.333,49,4.7709
4.8843,49,4.4093
-2.536,4,-0.039602
4.0994,1,2.3267
-7.6044,36,-1.7614
17.788,1,8.5485
-3.4242,64,-2.5999
-7.8878,9,-4.7628
-5.641,9,-2.1309
16.225,100,-2.4713
-10.567,4,-5.3927
-18.128,64,-5.3847
17.97,1,9.6467
3.0659,16,1.3357
-11.304,100,-3.6188
8.6154,9,6.3355
-8.5241,4,-3.7922
5.9463,49,8.6712
3.8606,49,-0.45815
11.807,81,-2.8433
21.865,81,7.6015
-3.9002,1,-1.7885
12.967,64,1.0447
11.891,81,4.6358
-6.1912,25,2.4519
-4.5351,1,-2.1952
-18.984,1,-9.5315
-4.1344,9,-2.9105
7.5108,64,4.4125
18.633,25,6.3821
-7.4992,81,2.2282
16.19,4,5.6356
16.046,64,2.6141
16.029,4,8.2613
19.583,81,8.4957
-9.0692,36,-1.9166
-7.1059,100,1.1008
8.0889,1,4.0064
24.69,100,7.4166
7.1799,16,1.7383
-1.0168,1,-1.5742
-1.5574,100,0.85048
-12.891,49,-5.6649
-16.994,25,-1.661
-8.4466,36,-3.2977
4.4075,16,1.9115
-0.32812,9,-0.22066
12.809,1,6.7283
1.3895,4,1.9822
-10.979,16,-4.6677
26.198,81,3.1963
-12.597,25,-3.9761
4.0918,49,2.0366
21.822,16,13.226
8.1044,81,-1.1882
10.308,64,2.0083
13.779,4,6.7291
-8.1985,1,-4.0755
24.895,49,7.2716
0.30281,16,-1.0041
10.32,4,5.1635
-2.3813,49,-1.669
30.08,49,9.6535
18.88,100,6.966
-2.9792,49,-2.4306
23.135,25,10.146
-1.3859,36,-0.3972
0.19385,100,5.033
5.9844,36,1.8894
-4.5379,16,0.97564
15.368,100,11.155
-2.8067,100,-6.6931
-19.426,81,-6.5872
12.28,64,5.0594
-21.143,49,-9.8178
12.436,64,5.1083
17.188,25,7.5351
-14.868,16,-6.432
-4.699,9,0.83737
5.2027,81,-1.9938
5.7476,100,5.6634
-1.4846,100,-2.1663
11.977,4,5.0189
-6.7254,1,-2.8215
15.286,4,6.387
10.175,36,2.8641
-9.7365,1,-4.9294
-9.8698,1,-4.7555
3.7717,1,1.2832
-14.66,49,-8.8902
11.69,1,5.5787
35.615,49,8.3823
11.941,36,4.3067
-8.2982,1,-4.7374
4.2528,9,2.2024
31.586,16,12.189
14.387,4,7.2884
-0.50197,64,3.729
10.658,25,5.3706
13.718,1,7.7171
12.724,49,1.9604
-9.7226,81,0.46742
-0.13448,4,-0.34888
11.844,81,1.8077
1.1255,9,-0.16139
-5.2676,1,-2.8206
-12.483,36,-3.6483
7.5282,100,4.0393
3.7921,64,-1.8256
-11.23,25,-3.7059
-21.599,64,-5.8567
-15.229,25,-5.8678
13.138,25,4.433
-4.3862,100,-0.82027
9.5277,36,4.0953
0.19537,64,7.077
-6.8493,64,-0.33415
7.8556,4,4.6273
22.098,49,15.48
3.3422,16,-0.67684
8.5559,4,3.238
-12.025,49,-0.52737
14.419,25,6.5847
-2.9678,1,-1.0011
-3.166,36,-1.0858
8.8125,16,4.3149
17.168,81,0.89124
-4.4759,1,-2.4232
-21.638,9,-9.8341
-4.5962,81,-6.0393
-0.77857,9,-1.7033
10.436,16,4.9416
17.958,16,4.4946
5.961,81,3.7309
9.524,36,6.1391
4.922,81,0.0031463
4.5134,1,2.9079
0.55841,4,0.69073
2.7118,49,3.2462
1.5115,1,0.072502
17.983,64,6.1639
-9.3639,49,-6.8084
32.978,64,12.81
1.0962,4,-0.35128
-10.059,64,-5.1605
-20.777,64,-4.7251
-13.54,81,0.79366
15.207,25,7.509
-4.1061,4,-3.7165
9.5142,16,3.0951
-2.0671,16,-3.1289
20.516,25,5.7734
-5.4572,16,-1.7584
-10.411,49,-2.9876
34.783,100,11.882
2.6437,9,2.3974
21.682,9,7.541
20.481,100,5.7875
-2.2516,100,2.0513
14.04,16,7.767
1.3811,1,0.42959
13.164,64,3.7303
-11.201,4,-6.7689
-8.5198,25,-5.1098
4.5786,25,4.8261
-0.889,49,-0.77051
-5.1741,4,-1.0509
9.2997,36,2.9212
-23.146,4,-12.145
-1.3097,4,-0.80151
-13.427,25,-4.3994
10.543,9,3.3616
12.185,100,1.1527
-17.591,36,-6.66
-5.665,25,0.50326
3.7591,16,-0.12892
10.286,25,3.6217
-3.9696,64,-2.1285
-10.984,4,-5.7475
1.9414,1,0.62212
3.5635,64,3.5065
16.486,49,2.8045
10.339,25,4.303
-15.032,100,-3.6837
-8.9865,25,-3.2596
10.354,100,-2.3457
4.9233,25,4.0863
-5.7685,100,2.4182
14.748,64,2.7549
14.41,49,6.0875
10.98,1,4.3883
-1.3491,36,0.12919
6.8063,25,1.808
24.145,49,12.14
19.01,36,8.2084
-7.2546,9,-1.2427
-15.148,36,-8.3231
4.9438,81,-0.9621
3.3366,1,1.6712
-18.696,4,-8.9882
15.236,64,7.5144
14.104,1,8.0966
4.3672,4,0.94174
-0.55315,16,-0.96086
15.02,100,4.757
13.894,49,4.6554
1.0059,1,0.35955
2.1101,16,-1.7817
2.338,4,2.2879
20.391,9,10.307
-11.466,1,-6.2751
19.049,81,9.5902
-11.219,64,-8.1812
-19.328,64,-3.1847
10.883,81,3.8724
21.762,64,6.5475
-11.115,4,-3.3174
-0.78058,16,0.080997
-7.415,1,-3.0809
-14.442,1,-6.7061
14.002,1,6.7048
-0.63315,4,-1.4068
1.8869,4,1.1529
20.015,36,11.565
14.429,25,2.7089
1.2212,36,0.86898
10.345,9,4.6014
2.3156,36,2.2016
-7.0201,36,-5.0321
6.8984,4,4.6714
2.1056,1,1.042
0.22435,1,0.55503
9.2359,4,4.8096
8.0923,36,1.9776
14.154,81,-1.7398
-11.882,16,-5.037
9.5784,4,4.2559
9.4174,1,4.9372
4.9268,100,2.0162
11.265,9,1.4587
2.3719,49,0.55129
-0.9739,9,0.40847
2.9062,9,-0.050256
23.734,64,8.168
10.563,4,6.8031
-7.4893,81,-0.86427
8.9492,1,4.6986
-6.3345,100,-1.8989
-4.4337,49,-2.5841
-0.90368,9,0.3887
7.9737,81,2.0364
-3.1839,1,-1.8273
-19.133,64,-6.1961
13.387,81,5.0017
-10.314,49,-1.2306
8.8287,64,1.1148
6.7781,25,3.9236
8.5941,64,1.4169
1.2331,1,1.1133
7.1387,4,2.7875
7.2109,1,3.7436
-3.9102,4,-1.8825
2.8029,100,2.7601
14.108,81,4.0336
9.1329,4,2.7638
-6.9543,49,-6.6135
13.504,1,6.7371
-9.8982,4,-4.2015
21.621,4,10.726
-11.597,49,-2.3071
-0.9818,81,-0.097794
21.372,81,6.4467
-12.019,25,-5.7907
16.18,64,3.3189
7.8623,9,4.6784
11.755,100,3.6897
-1.9708,100,-2.6356
5.1515,1,3.2758
-9.883,16,-3.8977
8.0028,9,2.494
-6.9311,9,-1.7589
2.6669,64,1.9464
-10.055,16,-3.0789
4.1723,4,3.0656
-4.7624,4,-1.4598
0.88945,81,-3.2594
-19.999,100,-10.032
8.9503,36,3.3528
18.829,1,9.6923
-4.1768,25,-1.7768
18.063,4,8.1943
-12.722,100,0.076523
-8.3979,9,-3.0612
12.012,81,1.4132
13.167,81,-1.0413
2.0386,64,4.4721
-2.2,100,-3.2964
2.0471,1,1.647
11.455,100,2.4389
3.4056,1,1.6362
1.824,9,2.4327
0.30905,25,-1.1179
-0.14458,100,-6.3948
4.4351,36,2.6904
-10.152,9,-3.7281
10.9,4,6.5681
-3.5638,4,-0.54003
11.823,9,5.3137
20.94,25,9.6213
-4.5278,16,-0.69677
-0.24768,25,-2.0089
5.658,49,6.5586
12.606,25,2.5845
0.2451,1,1.1864
3.1484,1,1.7111
-2.3769,16,-2.6951
12.621,100,6.2492
-2.3045,36,-1.2995
8.0159,100,6.5505
4.9995,16,-1.4307
15.178,9,8.2796
11.253,81,2.4857
-19.337,64,-14.514
-1.185,16,0.087029
27.637,81,7.2998
1.0309,25,-0.59433
-11.945,25,-2.2532
4.132,25,3.2442
15.914,25,8.32
13.885,49,4.7096
3.8456,1,1.5664
12.729,64,3.5761
4.2893,4,3.5917
-7.4302,25,0.099267
10.013,9,2.988
6.8114,36,0.93534
10.251,9,4.5073
23.673,100,4.1055
-10.428,1,-6.1377
-5.0139,4,-1.7347
-10.012,49,-5.1525
4.2539,9,1.4803
-20.537,4,-10.389
1.2252,4,0.40978
14.523,100,6.2908
9.6227,9,3.1815
7.8691,9,8.0576
1.8126,49,0.92694
-3.6283,1,-1.689
-16.816,1,-8.1738
28.931,16,14.178
6.5104,9,2.4539
10.661,49,6.328
7.4973,64,3.6761
-16.723,81,-0.93672
-7.8821,36,-0.5982
-25.485,36,-11.623
-9.0851,36,-4.0314
-11.844,81,-1.1208
-10.515,25,-2.306
11.727,16,4.6378
7.3751,36,3.2831
2.4459,16,-1.5309
-8.755,4,-4.9232
5.1553,16,4.9089
-5.4595,9,0.59809
6.3163,49,2.6708
3.6433,64,2.7302
3.5779,25,0.40254
15.56,49,4.581
3.6789,9,2.1397
3.2105,25,1.2333
-11.533,16,-4.3237
13.21,81,1.1993
11.584,64,5.5843
-3.1528,4,-1.0438
5.5533,1,3.0054
19.259,36,4.1749
39.37,64,17.653
-1.4006,81,-2.5923
2.6558,64,-0.019834
1.7898,81,-1.1496
-12.385,4,-6.6648
3.8561,9,1.9185
20.658,81,2.6271
-2.8217,25,-0.81228
-0.13641,4,0.77523
-2.3258,64,0.4881
9.6246,81,-0.51104
-0.28378,64,-3.268
5.3547,81,-2.5965
-8.4552,36,-3.5852
9.4419,9,4.4946
-9.1446,36,0.87061
13.791,81,2.6403
-5.333,9,-2.5053
-19.215,64,-9.8317
11.619,81,1.2489
6.8943,25,4.1306
15.59,25,6.7179
-23.395,100,-8.1083
1.246,49,2.4844
8.4601,81,1.7926
1.4026,25,1.2307
-5.3687,16,0.44697
19.295,16,10.723
13.696,64,-4.7899
4.9996,4,2.007
7.4934,25,3.2089
-18.585,4,-8.8836
2.7492,4,3.194
17.936,100,8.2901
-22.421,49,-0.43417
-5.5296,25,-0.45636
-24.203,64,-6.2811
3.7508,36,2.5153
19.881,49,6.1828
-6.4466,64,-5.2871
-14.62,49,-5.7572
-13.763,36,-2.0021
0.29477,25,1.4803
10.836,4,6.6037
11.915,100,3.8103
-1.7507,25,0.58872
0.64794,25,-3.2179
2.4916,1,1.3045
-1.7245,36,3.6943
-4.4255,100,-2.6089
6.4521,9,2.15
0.73376,64,2.3506
16.501,4,7.633
20.276,64,8.7807
-13.557,64,-8.3162
10.985,36,6.4723
-4.7501,4,-2.2474
-12.467,100,-5.562
-4.4493,9,-2.0319
-4.2293,1,-1.3868
4.9963,49,2.5621
-8.4906,49,-0.078793
-10.881,25,-5.7606
-8.4813,36,-0.74133
-6.1708,64,-8.5365
21.928,25,8.9116
-7.672,36,-2.2184
19.277,25,4.477
10.952,4,4.3364
-1.1305,16,-2.2721
-25.709,36,-6.6362
-15.847,4,-6.6578
9.3678,1,5.035
-0.17983,9,0.40162
3.4481,49,6.3145
0.59632,25,-1.3395
-29.886,25,-13.636
-9.0167,1,-4.4257
9.4086,1,4.9786
3.7251,16,2.0391
26.196,16,10.354
-12.839,100,2.7326
-23.623,64,-7.9656
23.53,49,13.413
17.722,81,6.3648
-18.738,36,-6.2997
2.1109,16,2.105
7.8862,81,0.77742
-9.2614,9,-2.7888
-14.041,4,-8.0683
-5.0739,49,-3.7346
6.4554,9,2.3728
-3.5889,4,-1.7795
-9.5637,9,-3.2857
-2.3072,9,1.2457
28.211,1,14.029
6.603,9,2.2282
14.763,49,4.8467
-4.2743,100,-1.7069
-8.6297,9,-6.7871
-7.9757,49,-4.6354
3.393,100,3.7114
3.0079,25,1.2409
-0.93523,16,0.76432
14.734,36,5.3046
32.152,36,11.406
13.709,4,5.8146
0.14157,36,-0.674
2.2897,4,2.5057
9.5012,9,5.7056
5.1222,36,1.352
16.045,81,8.3671
25.42,64,7.1801
11.957,36,3.9958
-26.467,81,-6.7819
-3.6309,100,-4.9804
-4.7464,25,-4.0447
17.728,9,6.2381
2.594,100,0.87037
22.326,25,10.506
-13.382,81,0.39811
0.51359,9,0.9473
-3.228,4,-0.12046
14.543,4,7.4196
7.8614,36,6.2691
-2.5745,25,1.9329
-3.0205,16,-1.5013
-8.4795,64,-0.87693
4.7087,25,-0.81512
26.631,64,4.4061
13.666,100,6.0695
20.991,81,9.2252
10.424,1,6.1912
6.1945,100,-4.3897
6.446,81,6.0302
6.0008,49,1.6323
-5.293,1,-2.5459
3.4271,100,-0.0042413
0.21105,16,0.27831
2.5424,16,1.0098
-2.9671,36,1.7086
1.4411,36,0.32248
-17.33,100,-1.2232
13.348,81,7.1625
17.384,25,8.2354
4.9451,81,3.7255
4.0013,16,1.3492
17.107,1,8.1109
-8.064,16,-0.84399
-6.8351,16,-0.50683
-0.53112,25,1.2839
14.102,25,5.9805
3.7469,64,0.49063
6.0709,16,3.7461
6.7998,100,0.49937
10.466,9,2.115
-26.413,64,-8.8902
7.5063,100,7.9836
1.0856,36,6.0328
-7.2659,100,-4.301
-21.954,1,-11.374
16.339,36,9.2842
3.6808,1,1.2954
10.876,4,5.6693
9.1478,25,3.9646
9.1782,9,3.0683
17.264,36,6.8682
8.0227,16,3.38
-3.6379,64,-7.5249
3.3124,36,4.3984
-2.7976,9,-0.7017
4.2355,1,1.9696
3.8388,1,2.0979
4.3045,4,2.7161
0.024854,25,-1.7885
-7.2678,49,-1.8572
-7.9517,4,-4.3709
12.604,4,6.4852
1.1961,16,1.4697
6.9894,1,3.2661
13.804,25,6.1742
-15.481,9,-4.7802
-11.721,49,-4.6738
-2.9985,9,0.11865
9.6894,49,4.4531
-8.1242,4,-3.3446
-5.5296,1,-2.7577
19.878,100,3.6709
15.353,36,2.5715
11.564,25,3.7856
5.7291,4,4.4627
21.248,36,6.2226
-13.217,4,-7.6837
4.2071,9,1.7234
10.544,4,2.8414
-16.858,16,-7.507
10.107,16,1.4661
1.6094,100,6.3372
-16.783,81,-6.6041
-6.9578,64,1.2113
-3.198,1,-1.8803
10.889,25,4.5348
-11.828,16,-4.6115
-16.34,25,-4.6527
-12.029,100,7.4735
3.9614,9,3.4111
12.831,4,7.85
16.621,81,5.3354
9.2315,1,4.0771
-16.82,100,1.6006
-26.944,81,-5.6088
-2.8576,100,0.96596
11.641,64,2.0311
15.839,49,3.5332
7.5808,100,-3.562
0.53486,36,1.4566
15.893,25,9.5908
-6.6155,9,-1.7571
4.1629,4,1.5305
7.6,25,1.888
-19.416,64,-3.5876
4.223,100,2.8106
1.9907,16,2.0579
-19.964,9,-10.885
28.734,16,12.079
16.952,1,7.8763
17.521,49,7.0543
8.9007,16,5.2878
-5.7216,81,-0.71137
-15.863,25,-4.9957
7.7811,81,-1.349
4.3305,9,3.5128
5.528,64,10.553
-15.464,81,-4.0102
27.931,25,10.338
-7.006,36,-4.2615
9.6697,1,5.0182
1.8862,9,0.63666
-15.189,36,-8.76
29.624,36,13.498
-11.868,100,-5.0328
10.917,49,-2.5371
2.7818,25,-1.2547
-19.093,49,-0.8771
